Year,Quarter,Region,Industry,Female Employment Rate
2020,Q1,北京市,艺术品销售,1.1012971510903777
2020,Q1,北京市,广告销售代表,0.7203923170736097
2020,Q1,北京市,咖啡师,0.159963551327726
2020,Q1,北京市,甜品师,1.2290317772981914
2020,Q1,北京市,插画师,0.6655059843869708
2020,Q1,北京市,其他,34.40376127635565
2020,Q1,天津市,美甲师,0.6020388510080744
2020,Q1,天津市,化妆师,1.93558882659425
2020,Q1,天津市,月嫂,1.2950386470166184
2020,Q1,天津市,会计师,2.416186414099823
2020,Q1,天津市,幼儿园教师,0.5681387029124635
2020,Q1,天津市,瑜伽教练,1.4974519859153612
2020,Q1,天津市,护士,1.430718579738377
2020,Q1,天津市,人力资源专员,0.9498051001361526
2020,Q1,天津市,社交媒体经理,1.4536043516120463
2020,Q1,天津市,室内设计师,1.8284423299699935
2020,Q1,天津市,服装设计师,1.2242856214282882
2020,Q1,天津市,饮食营养师,2.4398738792031267
2020,Q1,天津市,客户服务代表,0.796036342844275
2020,Q1,天津市,旅游顾问,1.4919854694370338
2020,Q1,天津市,美容顾问,0.1792559037824861
2020,Q1,天津市,婚礼策划师,0.5964835306121259
2020,Q1,天津市,图书管理员,1.3413506144718053
2020,Q1,天津市,儿童心理咨询师,1.1166629415618687
2020,Q1,天津市,珠宝设计师,0.17928003456552388
2020,Q1,天津市,花艺师,0.6591023027484685
2020,Q1,天津市,音乐教师,0.16950443124138234
2020,Q1,天津市,舞蹈教师,1.6630431137660222
2020,Q1,天津市,保险代理人,2.452777380745466
2020,Q1,天津市,文案策划,0.3496599094218408
2020,Q1,天津市,秘书,1.2621426070582131
2020,Q1,天津市,接待员,1.5313826563352686
2020,Q1,天津市,法律助理,0.6993309240775517
2020,Q1,天津市,牙科助理,1.5157878346425744
2020,Q1,天津市,医疗记录员,2.438890626736906
2020,Q1,天津市,营销专员,1.3275088353653401
2020,Q1,天津市,公关专员,0.5515968686824082
2020,Q1,天津市,教育咨询顾问,0.7226815501599744
2020,Q1,天津市,拍卖师,2.2299256670416003
2020,Q1,天津市,银行柜员,1.098367570917413
2020,Q1,天津市,零售店经理,0.5888501042291555
2020,Q1,天津市,酒店前台,1.8192297887551223
2020,Q1,天津市,旅馆经理,1.9964245275540364
2020,Q1,天津市,健康顾问,0.7745469596894315
2020,Q1,天津市,美发师,1.5695088525880956
2020,Q1,天津市,美体师,0.6541726915000383
2020,Q1,天津市,宠物美容师,1.578182303910203
2020,Q1,天津市,家政服务员,2.307648066075422
2020,Q1,天津市,空乘人员,2.0963136204790023
2020,Q1,天津市,旅行社操作员,0.8553221201298574
2020,Q1,天津市,婴儿游泳教练,0.4307836588480502
2020,Q1,天津市,艺术品销售,2.4629361942481904
2020,Q1,天津市,广告销售代表,1.3238943345784444
2020,Q1,天津市,咖啡师,2.3725579932957306
2020,Q1,天津市,甜品师,1.4595563514643077
2020,Q1,天津市,插画师,1.928707523540356
2020,Q1,天津市,其他,33.767434503264425
2020,Q1,上海市,美甲师,1.866549153767926
2020,Q1,上海市,化妆师,2.2243173907578906
2020,Q1,上海市,月嫂,2.2113925743926304
2020,Q1,上海市,会计师,0.27324511186275613
2020,Q1,上海市,幼儿园教师,1.0050585656011333
2020,Q1,上海市,瑜伽教练,1.0809794315554784
2020,Q1,上海市,护士,0.47619086085228657
2020,Q1,上海市,人力资源专员,2.0737624707845677
2020,Q1,上海市,社交媒体经理,2.240683170202174
2020,Q1,上海市,室内设计师,0.614686125248361
2020,Q1,上海市,服装设计师,0.46660750597270384
2020,Q1,上海市,饮食营养师,1.1224309459184272
2020,Q1,上海市,客户服务代表,2.082457741897149
2020,Q1,上海市,旅游顾问,1.318684870740124
2020,Q1,上海市,美容顾问,1.2036858946336488
2020,Q1,上海市,婚礼策划师,2.1232968484818757
2020,Q1,上海市,图书管理员,0.7641260498419851
2020,Q1,上海市,儿童心理咨询师,1.3111808538422864
2020,Q1,上海市,珠宝设计师,1.3551246533189607
2020,Q1,上海市,花艺师,0.7702843057922764
2020,Q1,上海市,音乐教师,0.48719901060097837
2020,Q1,上海市,舞蹈教师,1.86608762904822
2020,Q1,上海市,保险代理人,1.6749644514828992
2020,Q1,上海市,文案策划,0.4033433954765206
2020,Q1,上海市,秘书,1.2287344003619258
2020,Q1,上海市,接待员,1.8859674241887985
2020,Q1,上海市,法律助理,2.204212283198523
2020,Q1,上海市,牙科助理,1.4709614898439614
2020,Q1,上海市,医疗记录员,0.41625425929647414
2020,Q1,上海市,营销专员,0.9734846558646807
2020,Q1,上海市,公关专员,0.9765374710523522
2020,Q1,上海市,教育咨询顾问,0.658512265866895
2020,Q1,上海市,拍卖师,0.8492962764599519
2020,Q1,上海市,银行柜员,1.6126089336043
2020,Q1,上海市,零售店经理,0.6705245784032916
2020,Q1,上海市,酒店前台,2.2780958149707167
2020,Q1,上海市,旅馆经理,0.6494773074587816
2020,Q1,上海市,健康顾问,1.4983808518467243
2020,Q1,上海市,美发师,0.8022357466300987
2020,Q1,上海市,美体师,2.2178645242132258
2020,Q1,上海市,宠物美容师,2.3785135788906833
2020,Q1,上海市,家政服务员,0.5767357278775758
2020,Q1,上海市,空乘人员,1.0473513432269703
2020,Q1,上海市,旅行社操作员,2.295987823644026
2020,Q1,上海市,婴儿游泳教练,1.7582687761922633
2020,Q1,上海市,艺术品销售,0.7084227974772089
2020,Q1,上海市,广告销售代表,0.9759995802695695
2020,Q1,上海市,咖啡师,1.0893935589287636
2020,Q1,上海市,甜品师,1.435586810995347
2020,Q1,上海市,插画师,0.8632433820149532
2020,Q1,上海市,其他,35.46100932514868
2020,Q1,重庆市,美甲师,1.4274755652509594
2020,Q1,重庆市,化妆师,1.4424371839282542
2020,Q1,重庆市,月嫂,1.8223878769469224
2020,Q1,重庆市,会计师,0.6947381729963824
2020,Q1,重庆市,幼儿园教师,0.33101426465549727
2020,Q1,重庆市,瑜伽教练,0.4438981463570805
2020,Q1,重庆市,护士,1.8754806448559596
2020,Q1,重庆市,人力资源专员,0.8029107804192348
2020,Q1,重庆市,社交媒体经理,1.5442454254950262
2020,Q1,重庆市,室内设计师,0.4564492976968062
2020,Q1,重庆市,服装设计师,0.5688582153937597
2020,Q1,重庆市,饮食营养师,1.8571482592859208
2020,Q1,重庆市,客户服务代表,1.9310979652574645
2020,Q1,重庆市,旅游顾问,1.2571123592945903
2020,Q1,重庆市,美容顾问,1.2443948049065419
2020,Q1,重庆市,婚礼策划师,0.7244195916695292
2020,Q1,重庆市,图书管理员,0.2217281341466052
2020,Q1,重庆市,儿童心理咨询师,0.3613521707092535
2020,Q1,重庆市,珠宝设计师,1.1734690998316504
2020,Q1,重庆市,花艺师,1.0522885192071831
2020,Q1,重庆市,音乐教师,1.180437543750429
2020,Q1,重庆市,舞蹈教师,1.6203972852663522
2020,Q1,重庆市,保险代理人,1.2365506674606561
2020,Q1,重庆市,文案策划,1.7093988975628494
2020,Q1,重庆市,秘书,1.8490766657716524
2020,Q1,重庆市,接待员,0.3143859029024617
2020,Q1,重庆市,法律助理,0.5709788939094325
2020,Q1,重庆市,牙科助理,0.4494567986093948
2020,Q1,重庆市,医疗记录员,1.50283472255436
2020,Q1,重庆市,营销专员,1.515184229952564
2020,Q1,重庆市,公关专员,1.0029935944922639
2020,Q1,重庆市,教育咨询顾问,0.5510557933201844
2020,Q1,重庆市,拍卖师,0.5231164870512193
2020,Q1,重庆市,银行柜员,0.29578409654555177
2020,Q1,重庆市,零售店经理,2.0027516121858118
2020,Q1,重庆市,酒店前台,1.1147483874440285
2020,Q1,重庆市,旅馆经理,1.1340979896745202
2020,Q1,重庆市,健康顾问,1.2345077348116376
2020,Q1,重庆市,美发师,0.9263338059197221
2020,Q1,重庆市,美体师,1.0494826342084884
2020,Q1,重庆市,宠物美容师,1.1048702058917639
2020,Q1,重庆市,家政服务员,0.3063827192233944
2020,Q1,重庆市,空乘人员,0.25039181835663665
2020,Q1,重庆市,旅行社操作员,0.6952467899778622
2020,Q1,重庆市,婴儿游泳教练,0.37298328165761213
2020,Q1,重庆市,艺术品销售,1.7052723616380476
2020,Q1,重庆市,广告销售代表,1.737054586192076
2020,Q1,重庆市,咖啡师,2.024647762892241
2020,Q1,重庆市,甜品师,1.0327017678681303
2020,Q1,重庆市,插画师,1.9606206004181372
2020,Q1,重庆市,其他,45.79334788418589
2020,Q1,河北省,美甲师,0.7271222659793827
2020,Q1,河北省,化妆师,0.19129711011634332
2020,Q1,河北省,月嫂,0.2498819972002765
2020,Q1,河北省,会计师,1.1590866187957423
2020,Q1,河北省,幼儿园教师,1.1291988426383706
2020,Q1,河北省,瑜伽教练,1.5104775549957656
2020,Q1,河北省,护士,0.3287635644350014
2020,Q1,河北省,人力资源专员,1.3756963289343496
2020,Q1,河北省,社交媒体经理,1.2962694370215266
2020,Q1,河北省,室内设计师,1.6185800317563896
2020,Q1,河北省,服装设计师,0.7418499445790077
2020,Q1,河北省,饮食营养师,1.3481186227599178
2020,Q1,河北省,客户服务代表,0.5496838695428631
2020,Q1,河北省,旅游顾问,0.16218774613035464
2020,Q1,河北省,美容顾问,1.6705432857517692
2020,Q1,河北省,婚礼策划师,0.43129900009976874
2020,Q1,河北省,图书管理员,2.207504974482464
2020,Q1,河北省,儿童心理咨询师,1.9095216999119766
2020,Q1,河北省,珠宝设计师,1.0497034066978603
2020,Q1,河北省,花艺师,2.002607712407303
2020,Q1,河北省,音乐教师,2.205144661078394
2020,Q1,河北省,舞蹈教师,0.36390535876428154
2020,Q1,河北省,保险代理人,0.46565030856551265
2020,Q1,河北省,文案策划,0.6714628741556905
2020,Q1,河北省,秘书,1.8892796003928118
2020,Q1,河北省,接待员,1.204224988933555
2020,Q1,河北省,法律助理,0.3611625919026612
2020,Q1,河北省,牙科助理,1.000580786415339
2020,Q1,河北省,医疗记录员,0.20629757456607478
2020,Q1,河北省,营销专员,1.5653942370024083
2020,Q1,河北省,公关专员,0.1539110379441204
2020,Q1,河北省,教育咨询顾问,1.4860181903571745
2020,Q1,河北省,拍卖师,1.8173953580571642
2020,Q1,河北省,银行柜员,1.3008078157491922
2020,Q1,河北省,零售店经理,0.45962322173473785
2020,Q1,河北省,酒店前台,0.9423645630253094
2020,Q1,河北省,旅馆经理,1.5523373741353377
2020,Q1,河北省,健康顾问,2.3641584839583283
2020,Q1,河北省,美发师,1.2786292014588545
2020,Q1,河北省,美体师,0.19564886477432253
2020,Q1,河北省,宠物美容师,0.8081177253173649
2020,Q1,河北省,家政服务员,1.9458265892516189
2020,Q1,河北省,空乘人员,0.31130832221753824
2020,Q1,河北省,旅行社操作员,0.785476024406703
2020,Q1,河北省,婴儿游泳教练,1.4020437037003928
2020,Q1,河北省,艺术品销售,1.705997077990073
2020,Q1,河北省,广告销售代表,1.976102438608917
2020,Q1,河北省,咖啡师,1.199982155056078
2020,Q1,河北省,甜品师,1.773876788902941
2020,Q1,河北省,插画师,0.9768604183200346
2020,Q1,河北省,其他,43.97101764902064
2020,Q1,山西省,美甲师,1.0181143445946081
2020,Q1,山西省,化妆师,0.31835314673744564
2020,Q1,山西省,月嫂,0.10294561390500129
2020,Q1,山西省,会计师,1.161506359485835
2020,Q1,山西省,幼儿园教师,0.9287342872950831
2020,Q1,山西省,瑜伽教练,1.4863153311725776
2020,Q1,山西省,护士,2.2733160453161494
2020,Q1,山西省,人力资源专员,0.3239037075428035
2020,Q1,山西省,社交媒体经理,1.270791703600632
2020,Q1,山西省,室内设计师,2.3547641290844052
2020,Q1,山西省,服装设计师,1.6427478412466248
2020,Q1,山西省,饮食营养师,1.0930321064496185
2020,Q1,山西省,客户服务代表,1.1011881298607893
2020,Q1,山西省,旅游顾问,0.9790418531271071
2020,Q1,山西省,美容顾问,0.4254811844023668
2020,Q1,山西省,婚礼策划师,2.363082032600749
2020,Q1,山西省,图书管理员,0.49163424881977785
2020,Q1,山西省,儿童心理咨询师,1.8795035895577414
2020,Q1,山西省,珠宝设计师,1.3684331106002507
2020,Q1,山西省,花艺师,1.7645755986542837
2020,Q1,山西省,音乐教师,0.5120982630321057
2020,Q1,山西省,舞蹈教师,2.0764579808113246
2020,Q1,山西省,保险代理人,1.1317300635555805
2020,Q1,山西省,文案策划,1.840979786023144
2020,Q1,山西省,秘书,2.0509866113309854
2020,Q1,山西省,接待员,2.2140661342339505
2020,Q1,山西省,法律助理,2.1483698786623213
2020,Q1,山西省,牙科助理,1.4858986883744654
2020,Q1,山西省,医疗记录员,1.6968398553030604
2020,Q1,山西省,营销专员,1.2887646707298162
2020,Q1,山西省,公关专员,0.6260400025673672
2020,Q1,山西省,教育咨询顾问,1.4441483277902223
2020,Q1,山西省,拍卖师,0.01091230606932093
2020,Q1,山西省,银行柜员,2.010948084651441
2020,Q1,山西省,零售店经理,0.792152591925559
2020,Q1,山西省,酒店前台,1.204080425604965
2020,Q1,山西省,旅馆经理,0.9825655239590473
2020,Q1,山西省,健康顾问,0.2560559934644709
2020,Q1,山西省,美发师,1.2665565341143334
2020,Q1,山西省,美体师,0.7451346849191504
2020,Q1,山西省,宠物美容师,0.8025567481629773
2020,Q1,山西省,家政服务员,0.4050253136741959
2020,Q1,山西省,空乘人员,1.2508850802156624
2020,Q1,山西省,旅行社操作员,0.5663536058579796
2020,Q1,山西省,婴儿游泳教练,2.2872354563684745
2020,Q1,山西省,艺术品销售,1.3752107547724077
2020,Q1,山西省,广告销售代表,1.6387616371908347
2020,Q1,山西省,咖啡师,1.26787188193445
2020,Q1,山西省,甜品师,0.8614317538886502
2020,Q1,山西省,插画师,0.4733273841615196
2020,Q1,山西省,其他,38.93908961259636
2020,Q1,辽宁省,美甲师,1.5649840272047342
2020,Q1,辽宁省,化妆师,1.3084251295176343
2020,Q1,辽宁省,月嫂,2.086680743926696
2020,Q1,辽宁省,会计师,0.1301451752995892
2020,Q1,辽宁省,幼儿园教师,0.775816382022513
2020,Q1,辽宁省,瑜伽教练,0.5126886914529997
2020,Q1,辽宁省,护士,0.7192060606646477
2020,Q1,辽宁省,人力资源专员,0.07252118468142962
2020,Q1,辽宁省,社交媒体经理,0.5509374644099041
2020,Q1,辽宁省,室内设计师,1.905641934868141
2020,Q1,辽宁省,服装设计师,0.03693191103620869
2020,Q1,辽宁省,饮食营养师,1.6541325920677272
2020,Q1,辽宁省,客户服务代表,0.4221155089577362
2020,Q1,辽宁省,旅游顾问,2.1768451580377066
2020,Q1,辽宁省,美容顾问,1.4282096115418386
2020,Q1,辽宁省,婚礼策划师,0.016953159213083605
2020,Q1,辽宁省,图书管理员,0.23993214722135972
2020,Q1,辽宁省,儿童心理咨询师,0.5513003303093748
2020,Q1,辽宁省,珠宝设计师,1.5270441851763583
2020,Q1,辽宁省,花艺师,0.8542836246274261
2020,Q1,辽宁省,音乐教师,2.1725505144340884
2020,Q1,辽宁省,舞蹈教师,1.6986699849594888
2020,Q1,辽宁省,保险代理人,2.1894108615968055
2020,Q1,辽宁省,文案策划,0.9098583247587112
2020,Q1,辽宁省,秘书,0.16251999030730901
2020,Q1,辽宁省,接待员,1.1333630902269802
2020,Q1,辽宁省,法律助理,1.4370060635416126
2020,Q1,辽宁省,牙科助理,0.9109770786174451
2020,Q1,辽宁省,医疗记录员,0.29202723065476344
2020,Q1,辽宁省,营销专员,2.0942117849962796
2020,Q1,辽宁省,公关专员,1.7485326786381012
2020,Q1,辽宁省,教育咨询顾问,1.3968797794640642
2020,Q1,辽宁省,拍卖师,0.06541390209454216
2020,Q1,辽宁省,银行柜员,1.7488932179098695
2020,Q1,辽宁省,零售店经理,1.6942630081557062
2020,Q1,辽宁省,酒店前台,0.3959063969951672
2020,Q1,辽宁省,旅馆经理,0.9895487235429845
2020,Q1,辽宁省,健康顾问,1.9877494747198319
2020,Q1,辽宁省,美发师,1.7264017802213916
2020,Q1,辽宁省,美体师,1.0296445681435074
2020,Q1,辽宁省,宠物美容师,1.092370949374316
2020,Q1,辽宁省,家政服务员,0.5956468886635595
2020,Q1,辽宁省,空乘人员,1.6145334443841068
2020,Q1,辽宁省,旅行社操作员,0.7691971633347046
2020,Q1,辽宁省,婴儿游泳教练,0.2561200911524521
2020,Q1,辽宁省,艺术品销售,1.952860953407609
2020,Q1,辽宁省,广告销售代表,1.3792573269222044
2020,Q1,辽宁省,咖啡师,0.3541193711685528
2020,Q1,辽宁省,甜品师,2.1689027953651423
2020,Q1,辽宁省,插画师,0.673125310531046
2020,Q1,辽宁省,其他,44.82524222948055
2020,Q1,吉林省,美甲师,1.9218569771262617
2020,Q1,吉林省,化妆师,0.5783610380230935
2020,Q1,吉林省,月嫂,0.6326511838463361
2020,Q1,吉林省,会计师,1.3110316881368604
2020,Q1,吉林省,幼儿园教师,1.736514197445869
2020,Q1,吉林省,瑜伽教练,2.2095930197996445
2020,Q1,吉林省,护士,1.0224026246466726
2020,Q1,吉林省,人力资源专员,0.36423520469031617
2020,Q1,吉林省,社交媒体经理,0.29801104745828394
2020,Q1,吉林省,室内设计师,1.1358688741424925
2020,Q1,吉林省,服装设计师,0.26590046484013025
2020,Q1,吉林省,饮食营养师,0.7286673256958661
2020,Q1,吉林省,客户服务代表,2.14160128878776
2020,Q1,吉林省,旅游顾问,0.875349113513166
2020,Q1,吉林省,美容顾问,2.224543448408409
2020,Q1,吉林省,婚礼策划师,0.8785420446321096
2020,Q1,吉林省,图书管理员,1.5012484095823448
2020,Q1,吉林省,儿童心理咨询师,2.196352875107186
2020,Q1,吉林省,珠宝设计师,0.007912301813185231
2020,Q1,吉林省,花艺师,0.020886093764553422
2020,Q1,吉林省,音乐教师,1.1515896737047207
2020,Q1,吉林省,舞蹈教师,0.3931445807288777
2020,Q1,吉林省,保险代理人,1.9656487681599577
2020,Q1,吉林省,文案策划,0.7968873527152659
2020,Q1,吉林省,秘书,0.2762164303012823
2020,Q1,吉林省,接待员,1.736805508009777
2020,Q1,吉林省,法律助理,2.2638849168173087
2020,Q1,吉林省,牙科助理,1.4306827735674164
2020,Q1,吉林省,医疗记录员,2.1359797253943165
2020,Q1,吉林省,营销专员,2.205267021125136
2020,Q1,吉林省,公关专员,1.7810527677966421
2020,Q1,吉林省,教育咨询顾问,2.028588571858463
2020,Q1,吉林省,拍卖师,0.2759693719971072
2020,Q1,吉林省,银行柜员,1.1762143506822602
2020,Q1,吉林省,零售店经理,2.046116637059095
2020,Q1,吉林省,酒店前台,2.1569044043872325
2020,Q1,吉林省,旅馆经理,1.0046752898666402
2020,Q1,吉林省,健康顾问,1.8658713385844923
2020,Q1,吉林省,美发师,0.14538643806884413
2020,Q1,吉林省,美体师,1.2687822188563695
2020,Q1,吉林省,宠物美容师,2.2078242687890404
2020,Q1,吉林省,家政服务员,2.2851469704653034
2020,Q1,吉林省,空乘人员,1.3121731864556565
2020,Q1,吉林省,旅行社操作员,1.878697240173865
2020,Q1,吉林省,婴儿游泳教练,0.07801571014015662
2020,Q1,吉林省,艺术品销售,1.5142313870871607
2020,Q1,吉林省,广告销售代表,2.238763631179564
2020,Q1,吉林省,咖啡师,1.7364559545770364
2020,Q1,吉林省,甜品师,1.201133288672984
2020,Q1,吉林省,插画师,1.274479796278549
2020,Q1,吉林省,其他,34.11588120503893
2020,Q1,黑龙江省,美甲师,0.09206535962352813
2020,Q1,黑龙江省,化妆师,0.11414129827477072
2020,Q1,黑龙江省,月嫂,0.06519411567895472
2020,Q1,黑龙江省,会计师,2.009620029793631
2020,Q1,黑龙江省,幼儿园教师,0.21968300507378694
2020,Q1,黑龙江省,瑜伽教练,0.9619980469056509
2020,Q1,黑龙江省,护士,0.1508063050876048
2020,Q1,黑龙江省,人力资源专员,1.7125890974558307
2020,Q1,黑龙江省,社交媒体经理,1.8329973531314716
2020,Q1,黑龙江省,室内设计师,1.9504589808100907
2020,Q1,黑龙江省,服装设计师,1.626489768435709
2020,Q1,黑龙江省,饮食营养师,0.48853647072084566
2020,Q1,黑龙江省,客户服务代表,1.4051646396280197
2020,Q1,黑龙江省,旅游顾问,1.1230084254798267
2020,Q1,黑龙江省,美容顾问,1.7791869938608524
2020,Q1,黑龙江省,婚礼策划师,1.0083212812469926
2020,Q1,黑龙江省,图书管理员,1.5713474834031533
2020,Q1,黑龙江省,儿童心理咨询师,1.5649307908373757
2020,Q1,黑龙江省,珠宝设计师,0.7331429022311553
2020,Q1,黑龙江省,花艺师,1.6810579927952491
2020,Q1,黑龙江省,音乐教师,0.9272663893446861
2020,Q1,黑龙江省,舞蹈教师,1.497333969350672
2020,Q1,黑龙江省,保险代理人,0.9466065594113655
2020,Q1,黑龙江省,文案策划,1.9754714336184345
2020,Q1,黑龙江省,秘书,0.6542519304760772
2020,Q1,黑龙江省,接待员,0.8476952168848378
2020,Q1,黑龙江省,法律助理,0.9350455586776378
2020,Q1,黑龙江省,牙科助理,1.7990095369783685
2020,Q1,黑龙江省,医疗记录员,2.2530422910964907
2020,Q1,黑龙江省,营销专员,1.0306952390231134
2020,Q1,黑龙江省,公关专员,1.5712082761777917
2020,Q1,黑龙江省,教育咨询顾问,0.5905213113387228
2020,Q1,黑龙江省,拍卖师,0.28092722811447857
2020,Q1,黑龙江省,银行柜员,1.9290587205572896
2020,Q1,黑龙江省,零售店经理,1.492732739461242
2020,Q1,黑龙江省,酒店前台,1.807437451087443
2020,Q1,黑龙江省,旅馆经理,1.8655176556890816
2020,Q1,黑龙江省,健康顾问,0.8520642088909919
2020,Q1,黑龙江省,美发师,2.055564373591488
2020,Q1,黑龙江省,美体师,2.029856270108367
2020,Q1,黑龙江省,宠物美容师,1.9191980947575276
2020,Q1,黑龙江省,家政服务员,1.880635951259905
2020,Q1,黑龙江省,空乘人员,2.13126045527284
2020,Q1,黑龙江省,旅行社操作员,0.007527747776615593
2020,Q1,黑龙江省,婴儿游泳教练,0.9540520657673425
2020,Q1,黑龙江省,艺术品销售,1.4939657524314907
2020,Q1,黑龙江省,广告销售代表,0.42786158414337044
2020,Q1,黑龙江省,咖啡师,1.65953367472247
2020,Q1,黑龙江省,甜品师,1.554354419569988
2020,Q1,黑龙江省,插画师,0.05412651778338162
2020,Q1,黑龙江省,其他,38.48543703616198
2020,Q1,江苏省,美甲师,1.2978808196546847
2020,Q1,江苏省,化妆师,2.035204956551226
2020,Q1,江苏省,月嫂,2.349448990602605
2020,Q1,江苏省,会计师,0.6683380841587894
2020,Q1,江苏省,幼儿园教师,2.3229896996182666
2020,Q1,江苏省,瑜伽教练,1.6722667020176152
2020,Q1,江苏省,护士,1.3106471961377986
2020,Q1,江苏省,人力资源专员,0.8056624014907495
2020,Q1,江苏省,社交媒体经理,1.2021025923309938
2020,Q1,江苏省,室内设计师,1.6159657941626704
2020,Q1,江苏省,服装设计师,1.8724973979883033
2020,Q1,江苏省,饮食营养师,0.7073353514468105
2020,Q1,江苏省,客户服务代表,0.4497524067905477
2020,Q1,江苏省,旅游顾问,2.30228425868408
2020,Q1,江苏省,美容顾问,1.6444852552883569
2020,Q1,江苏省,婚礼策划师,0.5231603538892222
2020,Q1,江苏省,图书管理员,1.3667691541594715
2020,Q1,江苏省,儿童心理咨询师,1.6088449848505602
2020,Q1,江苏省,珠宝设计师,1.4616155564654467
2020,Q1,江苏省,花艺师,2.220608073910484
2020,Q1,江苏省,音乐教师,1.8508719037499375
2020,Q1,江苏省,舞蹈教师,1.4247130371752397
2020,Q1,江苏省,保险代理人,2.198962083859659
2020,Q1,江苏省,文案策划,1.5752511247809355
2020,Q1,江苏省,秘书,0.31281625162174365
2020,Q1,江苏省,接待员,1.4565824004158003
2020,Q1,江苏省,法律助理,1.9144027819735316
2020,Q1,江苏省,牙科助理,1.3295077222808773
2020,Q1,江苏省,医疗记录员,2.150110318305335
2020,Q1,江苏省,营销专员,1.3744683658556018
2020,Q1,江苏省,公关专员,0.2778690840905938
2020,Q1,江苏省,教育咨询顾问,1.1036397610730069
2020,Q1,江苏省,拍卖师,2.2735033103035067
2020,Q1,江苏省,银行柜员,0.868081218381841
2020,Q1,江苏省,零售店经理,2.3771954862899056
2020,Q1,江苏省,酒店前台,0.8845925584275623
2020,Q1,江苏省,旅馆经理,1.0192721437569092
2020,Q1,江苏省,健康顾问,0.9804023961267178
2020,Q1,江苏省,美发师,2.3169881509916177
2020,Q1,江苏省,美体师,2.3569071820760508
2020,Q1,江苏省,宠物美容师,1.2073883470710434
2020,Q1,江苏省,家政服务员,0.13582125425385833
2020,Q1,江苏省,空乘人员,0.603661225164704
2020,Q1,江苏省,旅行社操作员,1.0669477505074758
2020,Q1,江苏省,婴儿游泳教练,0.1454590444946892
2020,Q1,江苏省,艺术品销售,1.6321730995952821
2020,Q1,江苏省,广告销售代表,1.1477319958076808
2020,Q1,江苏省,咖啡师,1.3226552045834234
2020,Q1,江苏省,甜品师,0.9445408080200365
2020,Q1,江苏省,插画师,0.6309356064353812
2020,Q1,江苏省,其他,31.678688352331363
2020,Q1,浙江省,美甲师,1.3528819742461777
2020,Q1,浙江省,化妆师,1.646458926882045
2020,Q1,浙江省,月嫂,0.015226570454951483
2020,Q1,浙江省,会计师,1.5569153498884583
2020,Q1,浙江省,幼儿园教师,0.7950286886410102
2020,Q1,浙江省,瑜伽教练,1.8389005267284868
2020,Q1,浙江省,护士,1.2595278141627977
2020,Q1,浙江省,人力资源专员,1.3039862208462243
2020,Q1,浙江省,社交媒体经理,1.8788416528370733
2020,Q1,浙江省,室内设计师,0.22169529902355586
2020,Q1,浙江省,服装设计师,1.152694075212963
